,Account ID,Full Account ID,Full User ID,Owner AMA / AUM,Connect 2021 from Opty,Connect 2021,Connect 2020 from Opty,Connect 2020,Connect 2019,Account Currency,JUNO Account ID,Kaseya Market Segment,Auto Renewal Op Out,# of Closed Won Opportunities,Account Record Type,Type,Last Activity,Last Modified Date,"Owner Type (1 IS AMA, 0 IS NOT) ",Row Labels,Min of Effective_Start_Date__c,Max of Effective_End_Date__c,Max of Effective_Start_Date__c,Current State,1 -> Renewable 0 -> Evergreen,Duration
10231,001j000000k1ysm,001j000000k1ysmAAA,0054w00000AWUTxAAP,AUM,0,0,0,0,0,USD,38.0,MSP,0,25,End User,Customer,2/4/2022,2/10/2022,0,001j000000k1ysmAAA,4/10/2015,,4/10/2015,Evergreen,0,2498
10232,001j000000k1yt8,001j000000k1yt8AAA,0054w00000AWSEvAAP,AUM,0,0,0,0,0,USD,5748.0,MSP,0,34,End User,Customer,1/19/2022,2/10/2022,0,001j000000k1yt8AAA,10/10/2018,,10/10/2018,Evergreen,0,1219
10233,001j000000k1ytG,001j000000k1ytGAAQ,0054w00000AWYqCAAX,AUM,0,0,0,0,0,AUD,181.0,MSP,0,23,End User,Customer,2/3/2022,2/10/2022,0,001j000000k1ytGAAQ,4/6/2015,,4/6/2015,Evergreen,0,2502
10234,001j000000k1ytH,001j000000k1ytHAAQ,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,3424.0,MSP,1,48,End User,Customer,12/31/2020,12/20/2021,0,001j000000k1ytHAAQ,5/17/2017,4/30/2020,5/17/2017,Evergreen,0,1079
10235,001j000000k1ytJ,001j000000k1ytJAAQ,0054w00000AR11VAAT,AUM,0,0,1,1,0,USD,7413.0,MSP,0,39,End User,Customer,2/10/2022,2/10/2022,0,001j000000k1ytJAAQ,8/6/2019,12/31/2024,1/1/2022,Renewable,1,1974
10236,001j000000k1yta,001j000000k1ytaAAA,0054w00000AWYanAAH,AMA,0,0,0,0,0,CAD,5248.0,MSP,0,37,End User,Customer,2/8/2022,2/10/2022,1,001j000000k1ytaAAA,6/27/2018,11/26/2022,9/27/2019,Renewable,1,1613
10237,001j000000k1yte,001j000000k1yteAAA,0054w00000AWX26AAH,AUM,0,0,0,0,0,USD,2005.0,MSP,0,7,End User,Customer,1/19/2022,2/10/2022,0,001j000000k1yteAAA,8/18/2016,,8/18/2016,Evergreen,0,2002
10238,001j000000k1ytg,001j000000k1ytgAAA,005f100000HHihyAAD,AUM,0,0,0,0,0,AUD,5344.0,MSP,0,43,End User,Customer,12/31/2021,2/10/2022,0,001j000000k1ytgAAA,7/19/2018,,7/19/2018,Evergreen,0,1302
10239,001j000000k1ytt,001j000000k1yttAAA,0054w00000AWNcYAAX,AMA,0,0,0,0,0,USD,5487.0,MSP,0,51,Partner Account Record Type,Customer,2/2/2022,2/10/2022,1,001j000000k1yttAAA,8/23/2018,,8/23/2018,Evergreen,0,1267
10240,001j000000k1ytz,001j000000k1ytzAAA,005j000000Ec0QcAAJ,AMA,0,0,1,1,0,USD,5378.0,MSP,0,57,End User,Customer,11/18/2021,2/10/2022,1,001j000000k1ytzAAA,7/26/2018,,1/8/2021,Evergreen,0,1295
10241,001j000000k1yu2,001j000000k1yu2AAA,0053a00000OnipPAAR,AMA,0,0,1,1,0,USD,6325.0,MSP,0,49,End User,Customer,2/4/2022,2/10/2022,1,001j000000k1yu2AAA,12/10/2018,12/10/2023,12/11/2020,Renewable,1,1826
10242,001j000000k1yuC,001j000000k1yuCAAQ,0054w00000AWSEWAA5,AMA,0,0,0,0,0,EUR,320379000000000.0,MSP,0,44,End User,Customer,1/31/2022,2/9/2022,1,001j000000k1yuCAAQ,11/1/2017,,3/10/2021,Evergreen,0,1562
10243,001j000000k1yuF,001j000000k1yuFAAQ,0054w00000AWNcdAAH,AMA,0,0,0,0,0,EUR,7844.0,MSP,0,32,End User,Customer,2/9/2022,2/10/2022,1,001j000000k1yuFAAQ,11/1/2019,10/31/2022,4/1/2021,Renewable,1,1095
10244,001j000000k1yuK,001j000000k1yuKAAQ,0054w00000AR1dtAAD,AUM,0,0,0,0,0,GBP,1245.0,General Business,0,10,End User,Customer,1/7/2022,2/9/2022,0,001j000000k1yuKAAQ,3/22/2016,,2/22/2021,Evergreen,0,2151
10245,001j000000k1yuM,001j000000k1yuMAAQ,0054w00000AR2pRAAT,AUM,0,0,0,0,0,USD,3137.0,MSP,0,5,Reseller,Customer,2/10/2022,2/10/2022,0,001j000000k1yuMAAQ,3/17/2017,,3/17/2017,Evergreen,0,1791
10246,001j000000k1yuh,001j000000k1yuhAAA,0054w00000AWSE7AAP,AUM,0,0,0,0,0,USD,1005.0,MSP,0,21,Reseller,Customer,2/8/2022,2/10/2022,0,001j000000k1yuhAAA,1/7/2016,,1/7/2016,Evergreen,0,2226
10247,001j000000k1yum,001j000000k1yumAAA,0054w00000AWbXcAAL,AUM,0,0,0,0,1,EUR,1382.0,MSP,0,42,Reseller,Customer,1/18/2022,2/9/2022,0,001j000000k1yumAAA,5/17/2016,,3/19/2021,Evergreen,0,2095
10248,001j000000k1yuv,001j000000k1yuvAAA,0053a00000OnipPAAR,AMA,0,0,0,0,0,USD,286.0,MSP,0,51,End User,Customer,2/8/2022,2/10/2022,1,001j000000k1yuvAAA,5/26/2015,,3/3/2021,Evergreen,0,2452
10249,001j000000k1yuz,001j000000k1yuzAAA,0053a00000OnipPAAR,AMA,0,0,0,0,0,CAD,1062.0,MSP,0,32,End User,Customer,2/8/2022,2/10/2022,1,001j000000k1yuzAAA,1/26/2016,8/19/2022,2/2/2021,Renewable,1,2397
10250,001j000000k1yv7,001j000000k1yv7AAA,0053a00000Pe80lAAB,AMA,0,0,0,0,0,USD,3559.0,MSP,0,71,Reseller,Customer,2/10/2022,2/10/2022,1,001j000000k1yv7AAA,10/19/2020,1/20/2024,11/9/2021,Renewable,1,1188
10251,001j000000k1yvG,001j000000k1yvGAAQ,0053a00000Pe80WAAR,AMA,0,0,0,0,0,USD,7111.0,MSP,0,52,Partner Account Record Type,Customer,1/26/2022,2/10/2022,1,001j000000k1yvGAAQ,5/24/2019,5/24/2022,5/24/2019,Renewable,1,1096
10252,001j000000k1yvV,001j000000k1yvVAAQ,0054w00000AWYcZAAX,AUM,0,0,0,0,0,USD,1229.0,MSP,1,10,End User,Customer,2/18/2022,2/10/2022,0,001j000000k1yvVAAQ,3/4/2016,12/2/2022,12/3/2019,Renewable,1,2464
10253,001j000000k1yvc,001j000000k1yvcAAA,0053a00000Q9TB8AAN,AMA,0,0,1,1,0,USD,6875.0,MSP,1,58,End User,Customer,3/8/2022,2/10/2022,1,001j000000k1yvcAAA,4/1/2019,3/31/2022,4/1/2020,Renewable,1,1095
10254,001j000000k1yvi,001j000000k1yviAAA,0053a00000Pe80lAAB,AMA,0,0,1,1,1,USD,4495.0,MSP,1,53,End User,Customer,2/7/2022,2/10/2022,1,001j000000k1yviAAA,12/29/2017,6/28/2024,6/29/2021,Renewable,1,2373
10255,001j000000k1yvk,001j000000k1yvkAAA,0053a00000PejmSAAR,AUM,0,0,0,0,0,USD,3764.0,MSP,0,7,End User,Customer,1/19/2022,2/10/2022,0,001j000000k1yvkAAA,7/20/2017,10/30/2022,10/31/2019,Renewable,1,1928
10256,001j000000k1yw4,001j000000k1yw4AAA,0053a00000Pei52AAB,AUM,0,0,0,0,0,USD,10858.0,MSP,0,29,End User,Customer,9/2/2023,2/10/2022,0,001j000000k1yw4AAA,5/31/2021,8/30/2024,8/31/2021,Renewable,1,1187
10257,001j000000k1yw7,001j000000k1yw7AAA,0054w00000AWKwpAAH,,0,0,1,1,0,USD,7897.0,MSP,0,32,End User,Customer,2/9/2022,2/10/2022,0,001j000000k1yw7AAA,10/29/2019,10/28/2024,10/29/2021,Renewable,1,1826
10258,001j000000k1yw8,001j000000k1yw8AAA,0054w00000AR1sUAAT,AMA,0,0,1,1,1,USD,5074.0,MSP,1,44,End User,Customer,3/3/2022,2/10/2022,1,001j000000k1yw8AAA,5/8/2018,4/30/2024,5/1/2021,Evergreen,0,2184
10259,001j000000k1ywD,001j000000k1ywDAAQ,0053a00000Pe80lAAB,AMA,0,0,0,0,0,USD,887.0,MSP,1,70,Reseller,Customer,2/17/2022,2/10/2022,1,001j000000k1ywDAAQ,12/11/2015,,3/12/2021,Evergreen,0,2253
10260,001j000000k1ywE,001j000000k1ywEAAQ,0053a00000PeLNEAA3,AUM,0,0,0,0,0,CAD,412.0,MSP,0,39,Reseller,Customer,3/9/2022,2/10/2022,0,001j000000k1ywEAAQ,6/29/2015,7/28/2022,7/29/2021,Renewable,1,2586
10261,001j000000k1ywI,001j000000k1ywIAAQ,0053a00000Q8TwHAAV,AMA,0,0,0,0,0,USD,9214.0,MSP,1,23,End User,Customer,2/10/2022,2/10/2022,1,001j000000k1ywIAAQ,7/31/2020,7/30/2023,7/31/2020,Renewable,1,1094
10262,001j000000k1ywL,001j000000k1ywLAAQ,0053a00000P8VqMAAV,AMA,0,0,1,1,0,USD,1481.0,MSP,1,41,End User,Customer,2/24/2022,2/10/2022,1,001j000000k1ywLAAQ,5/9/2016,,5/9/2016,Evergreen,0,2103
10263,001j000000k1ywR,001j000000k1ywRAAQ,0054w00000AR3YRAA1,AMA,0,0,0,0,0,USD,5745.0,MSP,0,51,End User,Customer,3/2/2022,2/10/2022,1,001j000000k1ywRAAQ,10/10/2018,,3/12/2021,Evergreen,0,1219
10264,001j000000k1ywd,001j000000k1ywdAAA,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,4913.0,MSP,0,24,End User,Customer,12/8/2021,10/30/2021,0,001j000000k1ywdAAA,4/4/2018,7/27/2020,4/4/2018,Evergreen,0,845
10265,001j000000k1ywk,001j000000k1ywkAAA,0054w00000AR30tAAD,AUM,0,0,0,0,0,USD,948.0,MSP,0,20,Reseller,Customer,1/19/2022,12/31/2021,0,001j000000k1ywkAAA,12/22/2015,5/20/2021,3/18/2021,Evergreen,0,1976
10266,001j000000k1ywo,001j000000k1ywoAAA,0053a00000K46dKAAR,AMA,0,0,0,0,0,AUD,4162.0,MSP,0,20,End User,Customer,1/19/2022,2/10/2022,1,001j000000k1ywoAAA,10/11/2017,1/1/2024,1/2/2021,Renewable,1,2273
10267,001j000000k1yx3,001j000000k1yx3AAA,0054w00000AWYceAAH,AMA,0,0,0,0,0,USD,10332.0,Education,0,26,End User,Customer,2/10/2022,2/10/2022,1,001j000000k1yx3AAA,11/24/2020,1/23/2022,1/24/2021,Renewable,1,425
10268,001j000000k1yx8,001j000000k1yx8AAA,0054w00000AR2BgAAL,AMA,0,0,0,0,0,USD,4968.0,MSP,0,67,End User,Customer,1/31/2022,2/10/2022,1,001j000000k1yx8AAA,4/11/2018,1/31/2024,4/12/2021,Renewable,1,2121
10269,001j000000k1yxK,001j000000k1yxKAAQ,0054w00000AWKzFAAX,AUM,0,0,0,0,0,USD,6710.0,MSP,1,47,End User,Customer,2/24/2022,2/10/2022,0,001j000000k1yxKAAQ,3/22/2019,3/21/2022,3/22/2021,Renewable,1,1095
10270,001j000000k1yxR,001j000000k1yxRAAQ,0054w00000AR2BgAAL,AMA,0,0,0,0,0,USD,2940.0,MSP,0,63,End User,Customer,2/10/2022,2/10/2022,1,001j000000k1yxRAAQ,2/9/2017,11/30/2024,12/1/2021,Renewable,1,2851
10271,001j000000k1yxW,001j000000k1yxWAAQ,0054w00000AR1iZAAT,AMA,0,0,0,0,0,AUD,7754.0,MSP,0,25,End User,Customer,2/7/2022,2/10/2022,1,001j000000k1yxWAAQ,10/7/2019,6/30/2022,7/1/2021,Renewable,1,997
10272,001j000000k1yxc,001j000000k1yxcAAA,0054w00000AWNcdAAH,AMA,0,0,0,0,0,GBP,1319500000000000.0,MSP,0,55,End User,Customer,2/4/2022,2/9/2022,1,001j000000k1yxcAAA,10/7/2019,1/31/2024,2/1/2021,Renewable,1,1577
10273,001j000000k1yxi,001j000000k1yxiAAA,0054w00000AWUTxAAP,AUM,0,0,0,0,0,USD,5578.0,MSP,0,7,End User,Customer,1/19/2022,2/10/2022,0,001j000000k1yxiAAA,9/20/2018,,9/20/2018,Evergreen,0,1239
10274,001j000000k1yxu,001j000000k1yxuAAA,0054w00000AWOblAAH,AMA,0,0,0,0,0,USD,11780.0,MSP,0,19,End User,Customer,2/15/2022,2/10/2022,1,001j000000k1yxuAAA,12/3/2021,2/2/2025,2/3/2022,Renewable,1,1157
10275,001j000000k1yxy,001j000000k1yxyAAA,0053a00000NwDPUAA3,AMA,0,0,0,0,0,USD,4773.0,MSP,0,20,End User,Customer,10/29/2021,2/10/2022,1,001j000000k1yxyAAA,12/8/2018,12/7/2020,12/8/2019,Renewable,1,730
10276,001j000000k1yy1,001j000000k1yy1AAA,0053a00000Pe80lAAB,AMA,0,0,0,0,0,USD,10273.0,MSP,0,69,Reseller,Customer,2/4/2022,2/10/2022,1,001j000000k1yy1AAA,1/1/2021,12/31/2023,1/1/2021,Renewable,1,1094
10277,001j000000k1yy4,001j000000k1yy4AAA,0053a00000PATyDAAX,AUM,0,0,0,0,0,USD,1342.0,MSP,1,35,Partner Account Record Type,Customer,2/15/2022,2/10/2022,0,001j000000k1yy4AAA,3/31/2016,1/1/2025,1/18/2022,Renewable,1,3198
10278,001j000000k1yyA,001j000000k1yyAAAQ,0054w00000AQyUyAAL,AMA,0,0,0,0,0,USD,763.0,MSP,0,39,End User,Customer,2/2/2022,2/10/2022,1,001j000000k1yyAAAQ,11/5/2015,,1/5/2021,Evergreen,0,2289
10279,001j000000k1yyD,001j000000k1yyDAAQ,0053a00000OnipPAAR,AMA,0,0,1,1,0,USD,2598.0,MSP,1,59,End User,Customer,2/9/2022,2/10/2022,1,001j000000k1yyDAAQ,11/18/2016,7/17/2022,11/18/2016,Renewable,1,2067
10280,001j000000k1yyH,001j000000k1yyHAAQ,005f100000HI8ajAAD,AMA,0,0,0,0,0,USD,1589.0,MSP,0,51,End User,Customer,2/9/2022,2/10/2022,1,001j000000k1yyHAAQ,5/24/2016,1/1/2024,5/24/2016,Renewable,1,2778
10281,001j000000k1yyQ,001j000000k1yyQAAQ,0053a00000Q8txVAAR,AUM,0,0,0,0,0,USD,5398.0,MSP,0,5,Reseller,Customer,1/19/2022,2/10/2022,0,001j000000k1yyQAAQ,7/30/2018,,7/30/2018,Evergreen,0,1291
10282,001j000000k1yyR,001j000000k1yyRAAQ,0053a00000Pe80lAAB,AMA,0,0,2,1,0,USD,7571.0,MSP,1,83,Reseller,Customer,2/8/2022,2/10/2022,1,001j000000k1yyRAAQ,9/9/2019,3/7/2022,1/28/2022,Renewable,1,910
10283,001j000000k1yyb,001j000000k1yybAAA,0053a00000Pe80lAAB,AMA,0,0,0,0,1,USD,5716.0,MSP,0,38,End User,Customer,2/7/2022,2/10/2022,1,001j000000k1yybAAA,1/31/2019,1/7/2023,6/8/2020,Renewable,1,1437
10284,001j000000k1yyc,001j000000k1yycAAA,0053a00000Oc4rxAAB,AMA,0,0,0,0,0,USD,589.0,MSP,0,53,End User,Customer,2/10/2022,2/10/2022,1,001j000000k1yycAAA,9/2/2015,9/30/2025,2/9/2022,Renewable,1,3681
10285,001j000000k1yyh,001j000000k1yyhAAA,0053a00000Q8TviAAF,AUM,0,0,0,0,0,USD,147.0,MSP,0,41,End User,Customer,2/10/2022,2/10/2022,0,001j000000k1yyhAAA,3/9/2015,2/8/2025,2/9/2022,Renewable,1,3624
10286,001j000000k1yym,001j000000k1yymAAA,0054w00000AR1doAAD,AMA,0,0,1,1,1,EUR,1411570000000000.0,MSP,0,69,End User,Customer,2/8/2022,2/10/2022,1,001j000000k1yymAAA,2/1/2019,2/2/2025,2/8/2022,Renewable,1,2193
10287,001j000000k1yyq,001j000000k1yyqAAA,0053a00000OnYJTAA3,AUM,0,0,0,0,0,GBP,1281.0,MSP,1,9,End User,Customer,1/18/2022,2/10/2022,0,001j000000k1yyqAAA,4/8/2016,1/8/2022,3/10/2021,Evergreen,0,2101
10288,001j000000k1yys,001j000000k1yysAAA,0054w00000AWYanAAH,AMA,0,0,1,1,0,USD,3485.0,MSP,0,25,End User,Customer,7/6/2022,2/10/2022,1,001j000000k1yysAAA,5/30/2017,2/28/2023,4/15/2020,Renewable,1,2100
10289,001j000000k1yz7,001j000000k1yz7AAA,005f100000HHihyAAD,AUM,0,0,0,0,0,AUD,2069.0,MSP,0,12,End User,Customer,1/18/2022,2/10/2022,0,001j000000k1yz7AAA,8/30/2016,,8/30/2016,Evergreen,0,1990
10290,001j000000k1yzA,001j000000k1yzAAAQ,0054w00000AWUTxAAP,AUM,0,0,0,0,0,USD,6068.0,MSP,0,34,End User,Customer,1/19/2022,2/10/2022,0,001j000000k1yzAAAQ,11/23/2018,11/23/2023,11/24/2020,Renewable,1,1826
10291,001j000000k1yzC,001j000000k1yzCAAQ,0054w00000AR1dtAAD,AUM,0,0,0,0,0,EUR,863576000000000.0,MSP,0,1,End User,Customer,1/18/2022,2/9/2022,0,001j000000k1yzCAAQ,11/20/2018,,11/20/2018,Evergreen,0,1178
10292,001j000000k1yzO,001j000000k1yzOAAQ,005j000000C1RahAAF,AMA,0,0,0,0,0,AUD,7736.0,MSP,0,48,End User,Customer,2/10/2022,2/10/2022,1,001j000000k1yzOAAQ,10/4/2019,10/3/2022,11/17/2021,Renewable,1,1095
10293,001j000000k1yzT,001j000000k1yzTAAQ,0053a00000PcdwcAAB,AMA,0,0,0,0,0,AUD,10958.0,MSP,0,11,End User,Customer,2/3/2022,2/10/2022,1,001j000000k1yzTAAQ,6/21/2021,4/30/2023,6/21/2021,Renewable,1,678
10294,001j000000k1yzU,001j000000k1yzUAAQ,0053a00000PcdwcAAB,AMA,0,0,0,0,0,AUD,5324.0,General Business,0,34,End User,Customer,2/9/2022,2/8/2022,1,001j000000k1yzUAAQ,6/19/2018,3/31/2019,6/19/2018,Evergreen,0,285
10295,001j000000k1yzZ,001j000000k1yzZAAQ,0054w00000AR2r8AAD,AMA,0,0,0,0,0,USD,6747.0,MSP,0,38,End User,Customer,1/24/2022,2/10/2022,1,001j000000k1yzZAAQ,3/27/2019,3/27/2022,3/27/2019,Renewable,1,1096
10296,001j000000k1yze,001j000000k1yzeAAA,0053a00000Pe80lAAB,AMA,0,0,1,1,0,USD,7024.0,MSP,0,69,End User,Customer,10/6/2022,2/10/2022,1,001j000000k1yzeAAA,3/25/2019,3/31/2024,4/1/2021,Renewable,1,1833
10297,001j000000k1yzr,001j000000k1yzrAAA,0054w00000AQzJDAA1,AMA,0,0,0,0,0,USD,8091.0,Healthcare,1,39,End User,Customer,2/10/2022,2/10/2022,1,001j000000k1yzrAAA,12/19/2019,12/18/2022,12/19/2019,Renewable,1,1095
10298,001j000000k1yzs,001j000000k1yzsAAA,0054w00000AR3YCAA1,AUM,0,0,0,0,0,USD,1541.0,MSP,0,9,End User,Customer,2/10/2022,2/10/2022,0,001j000000k1yzsAAA,6/1/2016,10/31/2022,11/1/2021,Evergreen,0,2343
10299,001j000000k1z0C,001j000000k1z0CAAQ,0054w00000AWOe1AAH,AMA,0,0,1,1,0,USD,8530.0,MSP,0,37,End User,Customer,2/16/2022,2/10/2022,1,001j000000k1z0CAAQ,2/1/2020,4/30/2024,11/9/2021,Renewable,1,1550
10300,001j000000k1z0D,001j000000k1z0DAAQ,005j000000C1RahAAF,AMA,0,0,0,0,0,AUD,2002640000000000.0,MSP,0,52,End User,Customer,2/10/2022,2/10/2022,1,001j000000k1z0DAAQ,2/2/2021,10/31/2022,6/22/2021,Renewable,1,636
10301,001j000000k1z0Y,001j000000k1z0YAAQ,0054w00000AWSEWAA5,AMA,0,0,0,0,0,EUR,1139570000000000.0,MSP,0,79,End User,Customer,2/8/2022,2/10/2022,1,001j000000k1z0YAAQ,6/1/2019,5/31/2022,9/14/2021,Renewable,1,1095
10302,001j000000k1z0Z,001j000000k1z0ZAAQ,0054w00000AR2B7AAL,AMA,0,0,0,0,0,USD,6447.0,MSP,0,32,End User,Customer,2/7/2022,2/10/2022,1,001j000000k1z0ZAAQ,1/28/2019,1/27/2023,1/28/2022,Renewable,1,1460
10303,001j000000k1z0a,001j000000k1z0aAAA,005f100000HIKqoAAH,AMA,0,0,0,0,0,USD,9544.0,MSP,1,37,End User,Customer,11/3/2021,2/10/2022,1,001j000000k1z0aAAA,10/9/2020,,10/9/2020,Evergreen,0,489
10304,001j000000k1z0d,001j000000k1z0dAAA,0053a00000Pe80WAAR,AMA,0,0,0,0,0,USD,705.0,MSP,0,73,End User,Customer,4/5/2022,2/10/2022,1,001j000000k1z0dAAA,10/13/2015,11/18/2023,12/20/2021,Renewable,1,2958
10305,001j000000k1z0l,001j000000k1z0lAAA,0054w00000AR1sfAAD,AUM,0,0,0,0,0,USD,5627.0,MSP,1,19,End User,Customer,1/7/2022,2/10/2022,0,001j000000k1z0lAAA,9/27/2018,9/26/2024,12/22/2021,Renewable,1,2191
10306,001j000000k1z0p,001j000000k1z0pAAA,005f100000HI8ajAAD,AMA,0,0,0,0,0,USD,1574.0,MSP,1,89,Reseller,Customer,2/9/2022,2/10/2022,1,001j000000k1z0pAAA,5/21/2019,12/31/2021,4/22/2020,Renewable,1,955
10307,001j000000k1z0w,001j000000k1z0wAAA,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,3751.0,MSP,1,11,End User,Customer,11/24/2021,12/20/2021,0,001j000000k1z0wAAA,7/25/2018,7/24/2018,8/22/2018,Evergreen,0,#NUM!
10308,001j000000k1z0y,001j000000k1z0yAAA,0054w00000AWKzFAAX,AUM,0,0,0,0,1,USD,4440.0,MSP,0,43,End User,Customer,1/31/2022,1/7/2022,0,001j000000k1z0yAAA,12/19/2017,,12/19/2017,Evergreen,0,1514
10309,001j000000k1z10,001j000000k1z10AAA,0054w00000AWKD6AAP,AMA,0,0,0,0,0,USD,6884.0,MSP,0,38,End User,Customer,2/8/2022,2/10/2022,1,001j000000k1z10AAA,5/1/2019,4/30/2020,5/1/2019,Renewable,1,365
10310,001j000000k1z18,001j000000k1z18AAA,0054w00000AWSE2AAP,AUM,0,0,0,0,0,USD,7549.0,MSP,0,11,End User,Customer,1/19/2022,1/25/2022,0,001j000000k1z18AAA,9/6/2019,9/6/2022,9/6/2019,Renewable,1,1096
10311,001j000000k1z1a,001j000000k1z1aAAA,0053a00000K46eDAAR,AUM,0,0,0,0,0,EUR,4922.0,MSP,1,11,End User,Customer,10/30/2021,2/10/2022,0,001j000000k1z1aAAA,4/3/2018,4/2/2021,4/3/2018,Evergreen,0,1095
10312,001j000000k1z1b,001j000000k1z1bAAA,0054w00000AWYanAAH,AMA,0,0,1,1,0,USD,9513.0,General Business,1,44,End User,Customer,2/10/2022,2/10/2022,1,001j000000k1z1bAAA,10/1/2020,9/30/2023,10/1/2020,Renewable,1,1094
10313,001j000000k1z1o,001j000000k1z1oAAA,0054w00000AWKzFAAX,AUM,0,0,1,1,0,USD,6240.0,MSP,0,45,End User,Customer,4/5/2022,2/10/2022,0,001j000000k1z1oAAA,11/30/2018,3/19/2020,11/30/2018,Evergreen,0,475
10314,001j000000k1z1p,001j000000k1z1pAAA,0054w00000AWKDaAAP,AUM,0,0,0,0,0,USD,658.0,MSP,0,37,End User,Customer,2/15/2022,2/10/2022,0,001j000000k1z1pAAA,10/2/2015,3/31/2022,4/1/2020,Renewable,1,2372
10315,001j000000k1z1q,001j000000k1z1qAAA,0054w00000AR2r8AAD,AMA,0,0,0,0,0,USD,5273.0,MSP,0,43,End User,Customer,1/28/2022,2/10/2022,1,001j000000k1z1qAAA,7/3/2018,,7/3/2018,Evergreen,0,1318
10316,001j000000k1z1x,001j000000k1z1xAAA,0053a00000OnipPAAR,AMA,0,0,0,0,0,USD,3486.0,MSP,0,28,Reseller,Customer,2/10/2022,2/10/2022,1,001j000000k1z1xAAA,5/30/2017,7/27/2022,5/30/2017,Renewable,1,1884
10317,001j000000k1z22,001j000000k1z22AAA,0054w00000AR0keAAD,AUM,0,0,0,0,0,GBP,575060000000000.0,MSP,1,22,End User,Customer,2/7/2022,2/10/2022,0,001j000000k1z22AAA,4/30/2018,1/27/2025,1/28/2022,Renewable,1,2464
10318,001j000000k1z26,001j000000k1z26AAA,0054w00000AR1doAAD,AMA,0,0,0,0,0,GBP,6708.0,Healthcare,1,24,End User,Customer,2/9/2022,2/9/2022,1,001j000000k1z26AAA,3/29/2019,3/28/2024,3/29/2021,Renewable,1,1826
10319,001j000000k1z29,001j000000k1z29AAA,0053a00000OnYJTAA3,AUM,0,0,0,0,0,EUR,3637.0,MSP,0,34,End User,Customer,1/19/2022,2/10/2022,0,001j000000k1z29AAA,6/27/2017,11/4/2024,2/4/2022,Renewable,1,2687
10320,001j000000k1z2L,001j000000k1z2LAAQ,0053a00000OcrnkAAB,AUM,0,0,0,0,0,USD,3305.0,MSP,0,10,End User,Customer,2/3/2022,2/10/2022,0,001j000000k1z2LAAQ,4/25/2017,,1/6/2021,Evergreen,0,1752
10321,001j000000k1z2O,001j000000k1z2OAAQ,0054w00000AR1sUAAT,AMA,0,0,0,0,0,USD,4629.0,MSP,0,33,End User,Customer,1/19/2022,2/10/2022,1,001j000000k1z2OAAQ,1/29/2018,,12/15/2020,Evergreen,0,1473
10322,001j000000k1z2R,001j000000k1z2RAAQ,0054w00000AWX2GAAX,AUM,0,0,0,0,0,USD,8723.0,MSP,0,15,End User,Customer,1/19/2022,2/10/2022,0,001j000000k1z2RAAQ,5/28/2020,5/27/2024,5/28/2021,Renewable,1,1460
10323,001j000000k1z2U,001j000000k1z2UAAQ,0053a00000P8VqMAAV,AMA,0,0,0,0,0,USD,3654.0,MSP,0,37,Reseller,Customer,1/19/2022,2/10/2022,1,001j000000k1z2UAAQ,6/28/2017,,6/28/2017,Evergreen,0,1688
10324,001j000000k1z2V,001j000000k1z2VAAQ,0053a00000Q8txVAAR,AUM,0,0,0,0,0,USD,954.0,MSP,0,22,End User,Customer,2/7/2022,2/10/2022,0,001j000000k1z2VAAQ,12/16/2015,8/15/2024,1/16/2022,Renewable,1,3165
10325,001j000000k1z2b,001j000000k1z2bAAA,0054w00000AR2r8AAD,AMA,0,0,1,1,0,USD,7522.0,MSP,1,30,End User,Customer,1/27/2022,2/10/2022,1,001j000000k1z2bAAA,8/30/2019,8/29/2022,8/30/2019,Renewable,1,1095
10326,001j000000k1z2c,001j000000k1z2cAAA,0054w00000AR3YRAA1,AMA,0,0,0,0,0,USD,3202.0,MSP,0,28,End User,Customer,2/10/2022,2/10/2022,1,001j000000k1z2cAAA,9/16/2019,9/4/2024,9/5/2021,Renewable,1,1815
10327,001j000000k1z2n,001j000000k1z2nAAA,0053a00000Pe80WAAR,AMA,0,0,0,0,0,USD,39.0,MSP,0,37,End User,Customer,2/4/2022,2/10/2022,1,001j000000k1z2nAAA,3/31/2016,,3/31/2016,Evergreen,0,2142
10328,001j000000k1z2p,001j000000k1z2pAAA,0054w00000AWSE7AAP,AUM,0,0,0,0,0,USD,4483.0,MSP,0,9,End User,Customer,2/9/2022,2/10/2022,0,001j000000k1z2pAAA,12/28/2017,,12/28/2017,Evergreen,0,1505
10329,001j000000k1z33,001j000000k1z33AAA,0053a00000K4gJzAAJ,AMA,0,0,1,1,1,USD,5087.0,MSP,1,137,End User,Customer,2/7/2022,2/10/2022,1,001j000000k1z33AAA,5/9/2018,5/8/2023,4/28/2021,Renewable,1,1825
10330,001j000000k1z3D,001j000000k1z3DAAQ,005j000000C1RahAAF,AMA,0,0,0,0,0,AUD,9550.0,MSP,0,36,End User,Customer,9/26/2022,2/10/2022,1,001j000000k1z3DAAQ,6/27/2020,6/26/2023,6/27/2020,Renewable,1,1094
